Date,Distance (Km),Duration (HH:mm),Over speeding,Over RPM,Idle time,Acceleration,Deceleration,Total,Ranking,Target Variable,Quarter_bin,Month,Year
31/05/2022,3645.2,128.36666666666667,88,100,27,100,100,83,105,Good,Q2_2022,5,2022
31/05/2022,4696.5,130.58333333333334,95,100,22,100,100,85,79,Good,Q2_2022,5,2022
31/05/2022,7570.6,02:24:00,96,100,57,99,99,91,13,Good,Q2_2022,5,2022
31/05/2022,7128.1,162.76666666666668,99,100,30,100,100,88,38,Good,Q2_2022,5,2022
31/05/2022,4055.9,13:12:00,75,100,18,100,100,78,142,Risky,Q2_2022,5,2022
31/05/2022,4481.2,15:36:00,95,100,19,98,100,84,89,Good,Q2_2022,5,2022
31/05/2022,7591,168.26666666666668,78,99,30,100,100,80,133,Good,Q2_2022,5,2022
31/05/2022,6068.7,147.21666666666667,77,100,25,100,100,79,135,Risky,Q2_2022,5,2022
31/05/2022,1099.8,239.66666666666666,99,100,36,99,100,88,38,Good,Q2_2022,5,2022
31/05/2022,92.1,08:24:00,100,100,42,100,100,90,20,Good,Q2_2022,5,2022
31/05/2022,0,1.1333333333333333,100,100,47,100,100,91,13,Good,Q2_2022,5,2022
31/05/2022,145.7,11.183333333333334,81,100,8,100,100,78,142,Risky,Q2_2022,5,2022
31/05/2022,15.5,18:00:00,100,100,57,100,100,93,9,Good,Q2_2022,5,2022
31/05/2022,96.7,10.833333333333334,100,100,50,99,100,91,13,Good,Q2_2022,5,2022
31/05/2022,283.3,17.683333333333334,97,100,32,100,99,87,53,Good,Q2_2022,5,2022
31/05/2022,185.9,24.683333333333334,100,100,28,100,100,88,38,Good,Q2_2022,5,2022
31/05/2022,654.6,20:24:00,100,100,36,99,100,89,26,Good,Q2_2022,5,2022
31/05/2022,132.3,101.63333333333334,100,100,33,100,100,89,26,Good,Q2_2022,5,2022
31/05/2022,3.3,14.466666666666667,100,100,33,100,100,89,26,Good,Q2_2022,5,2022
31/05/2022,276.1,21:36:00,100,100,40,99,100,90,20,Good,Q2_2022,5,2022
31/05/2022,455.6,326.28333333333336,100,100,48,99,100,91,13,Good,Q2_2022,5,2022
31/05/2022,294.4,02:24:00,100,100,43,100,100,90,20,Good,Q2_2022,5,2022
31/05/2022,748.3,12:00:00,97,100,64,100,100,93,9,Good,Q2_2022,5,2022
31/05/2022,216.6,04:48:00,99,100,30,100,100,88,38,Good,Q2_2022,5,2022
31/05/2022,1033.6,29.933333333333334,84,100,8,100,100,79,135,Risky,Q2_2022,5,2022
31/05/2022,1.4,15:36:00,100,100,40,99,100,90,20,Good,Q2_2022,5,2022
31/05/2022,5853.7,139.41666666666666,90,100,50,100,100,88,38,Good,Q2_2022,5,2022
31/05/2022,5932.6,130.91666666666666,87,100,48,97,97,86,67,Good,Q2_2022,5,2022
31/05/2022,4626.2,125.16666666666667,88,100,38,100,100,85,79,Good,Q2_2022,5,2022
31/05/2022,4209.4,06:00:00,99,100,51,100,99,91,13,Good,Q2_2022,5,2022
31/05/2022,7864.2,177.16666666666666,91,94,24,97,99,82,120,Good,Q2_2022,5,2022
31/05/2022,5189.1,02:24:00,97,100,38,95,100,88,38,Good,Q2_2022,5,2022
31/05/2022,5920.5,16:48:00,89,100,41,100,100,86,67,Good,Q2_2022,5,2022
31/05/2022,4919.1,108.58333333333333,91,100,28,100,100,84,89,Good,Q2_2022,5,2022
31/05/2022,5108.7,126.83333333333333,92,100,36,96,100,85,79,Good,Q2_2022,5,2022
31/05/2022,5212.4,125.51666666666667,75,100,24,100,100,78,142,Risky,Q2_2022,5,2022
31/05/2022,5357.1,126.91666666666667,93,99,28,93,99,84,89,Good,Q2_2022,5,2022
31/05/2022,7963.9,19:12:00,93,100,34,99,100,86,67,Good,Q2_2022,5,2022
31/05/2022,8014.4,00:00:00,73,100,50,100,100,82,120,Good,Q2_2022,5,2022
31/05/2022,5628.5,06:00:00,100,100,66,99,100,94,7,Good,Q2_2022,5,2022
31/05/2022,4984.7,00:00:00,88,100,32,96,98,83,105,Good,Q2_2022,5,2022
31/05/2022,5900,133.33333333333334,99,100,26,100,100,87,53,Good,Q2_2022,5,2022
31/05/2022,9255.7,211.73333333333332,89,100,28,100,100,84,89,Good,Q2_2022,5,2022
31/05/2022,4871,125.81666666666666,84,100,35,99,99,83,105,Good,Q2_2022,5,2022
31/05/2022,4653.4,123.86666666666666,94,100,13,100,100,83,105,Good,Q2_2022,5,2022
31/05/2022,3516.9,80.41666666666667,80,94,24,100,99,79,135,Risky,Q2_2022,5,2022
31/05/2022,3566.9,02:24:00,91,100,18,95,100,82,120,Good,Q2_2022,5,2022
31/05/2022,3826.5,92.53333333333333,84,100,3,100,100,78,142,Risky,Q2_2022,5,2022
31/05/2022,4582.4,15:36:00,98,100,28,100,99,87,53,Good,Q2_2022,5,2022
31/05/2022,4697.6,01:12:00,78,100,12,100,100,77,147,Risky,Q2_2022,5,2022
31/05/2022,3056.8,70.11666666666666,99,100,31,99,100,88,38,Good,Q2_2022,5,2022
31/05/2022,6509.3,155.66666666666666,99,100,25,100,100,87,53,Good,Q2_2022,5,2022
31/05/2022,4449.4,120.98333333333333,89,99,26,94,100,83,105,Good,Q2_2022,5,2022
31/05/2022,3798.8,118.38333333333334,97,100,15,97,99,84,89,Good,Q2_2022,5,2022
31/05/2022,7308.9,168.16666666666666,93,100,48,100,100,89,26,Good,Q2_2022,5,2022
31/05/2022,6330.3,159.78333333333333,66,100,5,100,100,72,155,Risky,Q2_2022,5,2022
31/05/2022,5579.3,12:00:00,92,98,33,96,99,85,79,Good,Q2_2022,5,2022
31/05/2022,5777.4,04:48:00,97,100,40,99,100,88,38,Good,Q2_2022,5,2022
31/05/2022,6619.1,151.28333333333333,98,100,49,99,100,90,20,Good,Q2_2022,5,2022
31/05/2022,7710,178.98333333333332,85,100,26,99,100,82,120,Good,Q2_2022,5,2022
31/05/2022,6032.7,18:00:00,93,100,35,100,100,87,53,Good,Q2_2022,5,2022
31/05/2022,0,00:00:00,100,100,100,100,100,100,1,Good,Q2_2022,5,2022
31/05/2022,7118.5,173.86666666666667,93,100,32,100,100,86,67,Good,Q2_2022,5,2022
31/05/2022,7482.5,22:48:00,87,100,28,100,100,83,105,Good,Q2_2022,5,2022
31/05/2022,8335.1,181.11666666666667,85,100,57,100,100,87,53,Good,Q2_2022,5,2022
31/05/2022,5511.5,22:48:00,94,100,47,99,99,89,26,Good,Q2_2022,5,2022
31/05/2022,2912.1,151.81666666666666,100,100,100,100,100,100,1,Good,Q2_2022,5,2022
31/05/2022,4859.5,111.53333333333333,90,100,26,100,100,84,89,Good,Q2_2022,5,2022
31/05/2022,5820.9,149.03333333333333,88,100,36,100,100,85,79,Good,Q2_2022,5,2022
31/05/2022,3395.3,14:24:00,74,100,30,100,99,79,135,Risky,Q2_2022,5,2022
31/05/2022,2.2,2.2333333333333334,100,100,38,100,100,89,26,Good,Q2_2022,5,2022
31/05/2022,6595.2,06:00:00,83,100,53,100,100,86,67,Good,Q2_2022,5,2022
31/05/2022,1902.7,09:36:00,89,100,77,96,99,92,11,Good,Q2_2022,5,2022
31/05/2022,2168.7,117.91666666666667,82,100,64,97,100,87,53,Good,Q2_2022,5,2022
31/05/2022,23.7,41.983333333333334,100,100,30,100,100,88,38,Good,Q2_2022,5,2022
31/05/2022,0,00:48:00,100,100,100,100,100,100,1,Good,Q2_2022,5,2022
31/05/2022,165.4,17.166666666666668,100,100,25,100,100,87,53,Good,Q2_2022,5,2022
31/05/2022,56.6,91.28333333333333,100,100,46,100,100,91,13,Good,Q2_2022,5,2022
31/05/2022,3507.9,82.61666666666666,75,100,37,99,100,81,129,Good,Q2_2022,5,2022
31/05/2022,9522.7,197.56666666666666,84,100,40,100,100,84,89,Good,Q2_2022,5,2022
31/05/2022,5546.1,131.46666666666667,94,100,10,100,100,82,120,Good,Q2_2022,5,2022
31/05/2022,8938.9,211.26666666666668,86,100,28,100,100,83,105,Good,Q2_2022,5,2022
31/05/2022,4962.3,109.76666666666667,88,100,23,97,100,82,120,Good,Q2_2022,5,2022
31/05/2022,8535,194.91666666666666,89,100,31,99,100,84,89,Good,Q2_2022,5,2022
31/05/2022,6798.4,155.28333333333333,87,100,57,100,100,88,38,Good,Q2_2022,5,2022
31/05/2022,0.1,0.7833333333333333,100,100,55,100,96,92,11,Good,Q2_2022,5,2022
31/05/2022,5119.3,04:48:00,71,100,25,99,100,77,147,Risky,Q2_2022,5,2022
31/05/2022,6288.3,135.21666666666667,94,100,58,100,100,91,13,Good,Q2_2022,5,2022
31/05/2022,5394.4,128.81666666666666,79,100,10,100,100,77,147,Risky,Q2_2022,5,2022
31/05/2022,5821.7,131.06666666666666,71,100,37,100,100,79,135,Risky,Q2_2022,5,2022
31/05/2022,7703.6,06:00:00,96,100,42,100,100,89,26,Good,Q2_2022,5,2022
31/05/2022,6527.3,154.88333333333333,66,100,27,99,100,76,151,Risky,Q2_2022,5,2022
31/05/2022,301.3,24.166666666666668,100,100,45,99,99,90,20,Good,Q2_2022,5,2022
31/05/2022,4600.3,105.51666666666667,87,100,28,99,100,83,105,Good,Q2_2022,5,2022
31/05/2022,6261.4,160.11666666666667,98,100,28,100,100,87,53,Good,Q2_2022,5,2022
31/05/2022,5210.6,22:48:00,95,96,43,99,100,88,38,Good,Q2_2022,5,2022
31/05/2022,7279.7,184.88333333333333,88,100,29,100,100,84,89,Good,Q2_2022,5,2022
30/06/2022,4599,117.38333333333334,97,100,8,88,91,80,137,Good,Q2_2022,6,2022
30/06/2022,4882.3,107.01666666666667,97,100,18,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,5820.9,137.73333333333332,99,92,34,100,100,87,50,Good,Q2_2022,6,2022
30/06/2022,5367.5,20:24:00,89,100,14,100,100,81,124,Good,Q2_2022,6,2022
30/06/2022,7160.2,01:12:00,98,99,46,99,100,90,19,Good,Q2_2022,6,2022
30/06/2022,5696.1,121.36666666666666,86,100,38,99,100,85,75,Good,Q2_2022,6,2022
30/06/2022,4755.4,04:48:00,83,100,48,99,99,85,75,Good,Q2_2022,6,2022
30/06/2022,3424.1,79.18333333333334,78,99,29,99,100,80,137,Good,Q2_2022,6,2022
30/06/2022,5568.5,12:00:00,66,100,42,100,100,78,143,Risky,Q2_2022,6,2022
30/06/2022,6649.6,169.83333333333334,94,100,24,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,4791.5,111.13333333333334,92,100,30,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,3899.4,20:24:00,93,100,63,100,100,91,10,Good,Q2_2022,6,2022
30/06/2022,5516.3,132.13333333333333,99,100,16,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,24774.9,15:36:00,96,100,41,95,97,87,50,Good,Q2_2022,6,2022
30/06/2022,5402.2,120.58333333333333,90,100,30,100,100,84,98,Good,Q2_2022,6,2022
30/06/2022,3352.4,73.43333333333334,97,99,35,100,100,88,37,Good,Q2_2022,6,2022
30/06/2022,6280.2,04:48:00,97,100,16,99,99,84,98,Good,Q2_2022,6,2022
30/06/2022,5945.4,09:36:00,93,96,49,100,100,88,37,Good,Q2_2022,6,2022
30/06/2022,2744.7,65.31666666666666,84,100,24,95,99,81,124,Good,Q2_2022,6,2022
30/06/2022,5261.6,123.66666666666667,86,100,21,99,100,81,124,Good,Q2_2022,6,2022
30/06/2022,3838.6,16:48:00,99,100,56,96,96,91,10,Good,Q2_2022,6,2022
30/06/2022,6114.5,142.28333333333333,96,100,21,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,6238.4,132.66666666666666,82,100,34,100,100,82,117,Good,Q2_2022,6,2022
30/06/2022,4894.1,110.21666666666667,85,100,26,99,99,82,117,Good,Q2_2022,6,2022
30/06/2022,5834.6,131.58333333333334,100,100,53,100,100,92,9,Good,Q2_2022,6,2022
30/06/2022,4515.2,21:36:00,89,100,21,99,99,82,117,Good,Q2_2022,6,2022
30/06/2022,4862.2,04:48:00,85,100,18,92,93,78,143,Risky,Q2_2022,6,2022
30/06/2022,5963,128.21666666666667,93,100,25,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,4210.4,03:36:00,85,100,8,89,92,76,149,Risky,Q2_2022,6,2022
30/06/2022,107.6,2.6833333333333336,48,100,0,48,100,57,154,Risky,Q2_2022,6,2022
30/06/2022,253.8,5.483333333333333,100,100,0,100,100,83,108,Good,Q2_2022,6,2022
30/06/2022,3651.9,81.56666666666666,88,100,28,100,100,83,108,Good,Q2_2022,6,2022
30/06/2022,5309.3,127.88333333333334,96,100,42,99,100,89,25,Good,Q2_2022,6,2022
30/06/2022,6097,132.51666666666668,91,100,25,100,100,84,98,Good,Q2_2022,6,2022
30/06/2022,2898.3,75.81666666666666,95,100,28,100,100,86,63,Good,Q2_2022,6,2022
30/06/2022,5323.5,116.53333333333333,99,100,31,100,100,88,37,Good,Q2_2022,6,2022
30/06/2022,4641.5,107.78333333333333,84,96,54,100,100,86,63,Good,Q2_2022,6,2022
30/06/2022,4753.4,105.28333333333333,79,95,30,100,100,80,137,Good,Q2_2022,6,2022
30/06/2022,5281.7,122.41666666666667,89,97,51,100,100,87,50,Good,Q2_2022,6,2022
30/06/2022,2159.4,18:00:00,84,100,43,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,5504.5,16:48:00,80,96,32,100,100,81,124,Good,Q2_2022,6,2022
30/06/2022,3514.7,19:12:00,92,100,4,99,99,81,124,Good,Q2_2022,6,2022
30/06/2022,5277.2,01:12:00,94,99,21,92,95,82,117,Good,Q2_2022,6,2022
30/06/2022,0,0.18333333333333332,100,100,46,100,100,91,10,Good,Q2_2022,6,2022
30/06/2022,3502.4,101.33333333333333,100,100,25,100,100,87,50,Good,Q2_2022,6,2022
30/06/2022,6911.1,155.91666666666666,93,100,39,99,100,87,50,Good,Q2_2022,6,2022
30/06/2022,5213.5,13:12:00,88,100,30,99,100,84,98,Good,Q2_2022,6,2022
30/06/2022,5169.2,127.28333333333333,79,98,21,100,99,79,141,Risky,Q2_2022,6,2022
30/06/2022,6453,14:24:00,97,98,30,94,96,85,75,Good,Q2_2022,6,2022
30/06/2022,0,00:00:00,100,100,100,100,100,100,1,Good,Q2_2022,6,2022
30/06/2022,4672.1,107.41666666666667,78,100,31,100,100,81,124,Good,Q2_2022,6,2022
30/06/2022,5232.7,12:00:00,81,95,49,100,100,84,98,Good,Q2_2022,6,2022
30/06/2022,160.1,3.783333333333333,100,100,74,100,100,96,4,Good,Q2_2022,6,2022
30/06/2022,662.7,46.56666666666667,89,98,59,100,99,89,25,Good,Q2_2022,6,2022
30/06/2022,5950.2,01:12:00,94,100,24,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,5285.2,00:00:00,79,92,41,100,100,81,124,Good,Q2_2022,6,2022
30/06/2022,6217.4,07:12:00,100,100,36,100,100,89,25,Good,Q2_2022,6,2022
30/06/2022,5380.9,135.56666666666666,94,100,20,100,100,84,98,Good,Q2_2022,6,2022
30/06/2022,5595.3,18:00:00,73,100,36,99,99,80,137,Good,Q2_2022,6,2022
30/06/2022,3045.7,70.58333333333333,96,97,28,100,100,86,63,Good,Q2_2022,6,2022
30/06/2022,5831.9,130.96666666666667,98,100,53,100,99,91,10,Good,Q2_2022,6,2022
30/06/2022,5875.4,13:12:00,98,100,18,99,100,85,75,Good,Q2_2022,6,2022
30/06/2022,4561.7,121.13333333333334,75,99,13,90,92,73,152,Risky,Q2_2022,6,2022
30/06/2022,4339.4,09:36:00,90,100,27,97,100,84,98,Good,Q2_2022,6,2022
30/06/2022,4862.2,04:48:00,89,99,34,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,5935.9,143.36666666666667,78,100,40,100,100,82,117,Good,Q2_2022,6,2022
30/06/2022,523.8,121.93333333333334,98,100,43,99,100,90,19,Good,Q2_2022,6,2022
30/06/2022,146.6,119.23333333333333,100,100,28,99,100,88,37,Good,Q2_2022,6,2022
30/06/2022,0.1,0.11666666666666667,100,100,61,100,100,93,7,Good,Q2_2022,6,2022
30/06/2022,0.7,8.566666666666666,100,100,11,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,62.8,14:24:00,100,100,25,100,100,87,50,Good,Q2_2022,6,2022
30/06/2022,69.9,20:24:00,100,100,47,98,100,91,10,Good,Q2_2022,6,2022
30/06/2022,512.9,22.466666666666665,96,100,40,100,100,89,25,Good,Q2_2022,6,2022
30/06/2022,8.5,14:24:00,100,100,36,99,100,89,25,Good,Q2_2022,6,2022
30/06/2022,46.9,52.56666666666667,99,100,47,99,100,91,10,Good,Q2_2022,6,2022
30/06/2022,196.6,164.28333333333333,100,100,39,99,100,89,25,Good,Q2_2022,6,2022
30/06/2022,3.4,09:36:00,100,100,28,100,100,88,37,Good,Q2_2022,6,2022
30/06/2022,19.7,10:48:00,100,100,36,98,99,89,25,Good,Q2_2022,6,2022
30/06/2022,74,67.01666666666667,100,100,43,100,100,90,19,Good,Q2_2022,6,2022
30/06/2022,81.9,174.66666666666666,100,100,35,100,100,89,25,Good,Q2_2022,6,2022
30/06/2022,68,15:36:00,100,100,46,100,100,91,10,Good,Q2_2022,6,2022
30/06/2022,118.2,3.1333333333333333,100,100,11,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,99.1,61.86666666666667,100,100,32,99,100,88,37,Good,Q2_2022,6,2022
30/06/2022,149.4,19:12:00,100,100,11,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,0.6,02:24:00,100,100,74,100,100,95,5,Good,Q2_2022,6,2022
30/06/2022,5103.7,09:36:00,93,100,17,100,100,84,98,Good,Q2_2022,6,2022
30/06/2022,5373.8,113.58333333333333,85,99,41,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,5059.4,119.86666666666666,98,100,28,100,100,87,50,Good,Q2_2022,6,2022
30/06/2022,4657.8,02:24:00,99,100,42,99,100,89,25,Good,Q2_2022,6,2022
30/06/2022,4062.3,92.48333333333333,90,100,32,100,99,85,75,Good,Q2_2022,6,2022
30/06/2022,5549.9,127.26666666666667,99,99,29,99,100,87,50,Good,Q2_2022,6,2022
30/06/2022,5415.1,04:48:00,72,95,28,100,100,78,143,Risky,Q2_2022,6,2022
30/06/2022,5232.7,10:48:00,94,100,40,97,98,87,50,Good,Q2_2022,6,2022
30/06/2022,4317.8,116.16666666666667,95,98,43,99,100,88,37,Good,Q2_2022,6,2022
30/06/2022,4267,101.06666666666666,65,100,21,95,95,73,152,Risky,Q2_2022,6,2022
30/06/2022,5859.2,01:12:00,87,99,41,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,3616.1,87.81666666666666,78,100,45,100,100,83,108,Good,Q2_2022,6,2022
30/06/2022,6458,143.46666666666667,96,98,56,100,100,91,10,Good,Q2_2022,6,2022
30/06/2022,4837.8,21:36:00,99,100,48,99,99,90,19,Good,Q2_2022,6,2022
30/06/2022,4838.7,110.53333333333333,95,100,29,99,100,86,63,Good,Q2_2022,6,2022
30/06/2022,5265.9,01:12:00,96,97,37,96,96,86,63,Good,Q2_2022,6,2022
30/06/2022,4746,113.78333333333333,89,100,17,100,100,82,117,Good,Q2_2022,6,2022
30/06/2022,6009.2,141.08333333333334,80,100,39,99,99,83,108,Good,Q2_2022,6,2022
30/06/2022,5112.9,116.03333333333333,94,97,33,90,92,83,108,Good,Q2_2022,6,2022
30/06/2022,5249,120.83333333333333,83,95,28,100,100,81,124,Good,Q2_2022,6,2022
30/06/2022,5117.8,122.13333333333334,85,100,31,97,99,83,108,Good,Q2_2022,6,2022
30/06/2022,5338.8,122.83333333333333,82,100,9,100,100,78,143,Risky,Q2_2022,6,2022
30/06/2022,5166.7,114.83333333333333,100,100,35,100,100,89,25,Good,Q2_2022,6,2022
30/06/2022,4535.9,111.46666666666667,79,100,28,99,100,81,124,Good,Q2_2022,6,2022
30/06/2022,2815.2,66.78333333333333,86,100,18,97,99,81,124,Good,Q2_2022,6,2022
30/06/2022,6360,142.01666666666668,93,100,26,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,5156.4,116.68333333333334,92,100,28,93,94,83,108,Good,Q2_2022,6,2022
30/06/2022,5379.7,07:12:00,92,99,37,100,100,86,63,Good,Q2_2022,6,2022
30/06/2022,5820.4,132.16666666666666,92,99,32,98,100,85,75,Good,Q2_2022,6,2022
30/06/2022,5186.3,02:24:00,83,100,7,97,97,77,147,Risky,Q2_2022,6,2022
30/06/2022,4650.6,107.93333333333334,98,100,35,100,100,88,37,Good,Q2_2022,6,2022
30/06/2022,5895.8,142.38333333333333,89,100,47,96,96,86,63,Good,Q2_2022,6,2022
30/06/2022,3989.6,102.93333333333334,99,100,33,100,99,88,37,Good,Q2_2022,6,2022
30/06/2022,4295.1,98.66666666666667,96,100,21,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,5126.5,123.01666666666667,95,100,36,99,100,87,50,Good,Q2_2022,6,2022
30/06/2022,6115.6,153.28333333333333,91,100,24,97,100,84,98,Good,Q2_2022,6,2022
30/06/2022,3812.2,84.11666666666666,81,92,38,99,99,81,124,Good,Q2_2022,6,2022
30/06/2022,4891.5,119.66666666666667,81,100,55,92,93,83,108,Good,Q2_2022,6,2022
30/06/2022,4697.8,107.83333333333333,93,97,41,98,99,86,63,Good,Q2_2022,6,2022
30/06/2022,2514.2,127.06666666666666,100,100,100,100,100,100,1,Good,Q2_2022,6,2022
30/06/2022,6140.7,135.86666666666667,68,100,13,100,100,74,151,Risky,Q2_2022,6,2022
30/06/2022,3359.9,82.23333333333333,90,100,17,100,100,83,108,Good,Q2_2022,6,2022
30/06/2022,3043,22:48:00,87,100,41,100,100,86,63,Good,Q2_2022,6,2022
30/06/2022,0.4,0.6666666666666666,100,100,64,100,100,94,6,Good,Q2_2022,6,2022
30/06/2022,4524.8,100.06666666666666,93,100,46,100,100,88,37,Good,Q2_2022,6,2022
30/06/2022,1885,93.31666666666666,86,100,77,97,98,90,19,Good,Q2_2022,6,2022
30/06/2022,2263.1,129.13333333333333,82,100,60,99,100,87,50,Good,Q2_2022,6,2022
30/06/2022,228.9,40.833333333333336,97,99,31,96,99,86,63,Good,Q2_2022,6,2022
30/06/2022,53.7,58.766666666666666,100,100,89,100,100,98,3,Good,Q2_2022,6,2022
30/06/2022,519.1,71.98333333333333,99,100,39,99,100,89,25,Good,Q2_2022,6,2022
30/06/2022,4178.7,13:12:00,70,100,51,99,100,81,124,Good,Q2_2022,6,2022
30/06/2022,5364,118.28333333333333,74,100,34,98,99,79,141,Risky,Q2_2022,6,2022
30/06/2022,5186.8,12:00:00,98,100,18,100,100,85,75,Good,Q2_2022,6,2022
30/06/2022,4760.1,16:48:00,92,100,37,100,100,86,63,Good,Q2_2022,6,2022
30/06/2022,5653.2,127.08333333333333,97,100,34,100,100,87,50,Good,Q2_2022,6,2022
30/06/2022,7386.5,16:48:00,89,97,23,99,100,82,117,Good,Q2_2022,6,2022
30/06/2022,7611,14:24:00,98,100,62,100,100,93,7,Good,Q2_2022,6,2022
30/06/2022,0.4,1.3166666666666667,100,100,47,100,100,91,10,Good,Q2_2022,6,2022
30/06/2022,5963.4,128.38333333333333,82,100,40,100,100,84,98,Good,Q2_2022,6,2022
30/06/2022,6057,126.78333333333333,88,98,55,100,100,88,37,Good,Q2_2022,6,2022
30/06/2022,5115.8,127.56666666666666,82,100,15,87,86,75,150,Risky,Q2_2022,6,2022
30/06/2022,3487.7,00:00:00,76,100,34,100,100,81,124,Good,Q2_2022,6,2022
30/06/2022,4935,02:24:00,97,89,44,100,100,87,50,Good,Q2_2022,6,2022
30/06/2022,4410.8,96.73333333333333,77,100,27,93,94,77,147,Risky,Q2_2022,6,2022
30/06/2022,19.4,41.833333333333336,100,99,43,100,100,90,19,Good,Q2_2022,6,2022
30/06/2022,5577.8,124.76666666666667,95,100,30,99,99,86,63,Good,Q2_2022,6,2022
30/06/2022,5187.8,18:00:00,100,100,35,100,100,89,25,Good,Q2_2022,6,2022
30/06/2022,4861.7,103.96666666666667,91,97,53,100,100,88,37,Good,Q2_2022,6,2022
30/06/2022,6692.4,162.51666666666668,94,100,46,100,100,88,37,Good,Q2_2022,6,2022
31/07/2022,5900,18:00:00,99,100,5,98,99,83,107,Good,Q2_2022,7,2022
31/07/2022,8576.1,198.21666666666667,94,96,36,100,100,86,64,Good,Q2_2022,7,2022
31/07/2022,7736.6,03:36:00,100,100,43,100,100,90,15,Good,Q2_2022,7,2022
31/07/2022,6659.2,156.28333333333333,98,100,14,92,94,82,117,Good,Q2_2022,7,2022
31/07/2022,7222.7,171.28333333333333,98,100,39,100,100,89,24,Good,Q2_2022,7,2022
31/07/2022,6937.8,159.48333333333332,91,100,40,100,100,86,64,Good,Q2_2022,7,2022
31/07/2022,6806.6,152.61666666666667,87,100,37,99,100,85,79,Good,Q2_2022,7,2022
31/07/2022,6557.8,02:24:00,66,99,16,99,100,74,151,Risky,Q2_2022,7,2022
31/07/2022,7092.2,152.11666666666667,74,100,42,100,100,81,122,Good,Q2_2022,7,2022
31/07/2022,6562.9,03:36:00,86,100,19,100,100,81,122,Good,Q2_2022,7,2022
31/07/2022,7400.6,06:00:00,98,100,39,100,100,89,24,Good,Q2_2022,7,2022
31/07/2022,5192.9,115.73333333333333,95,96,33,99,100,86,64,Good,Q2_2022,7,2022
31/07/2022,7429.2,199.38333333333333,88,100,18,98,98,81,122,Good,Q2_2022,7,2022
31/07/2022,21713.7,1458.0666666666666,98,96,45,99,100,89,24,Good,Q2_2022,7,2022
31/07/2022,7810.6,171.96666666666667,85,100,48,96,97,85,79,Good,Q2_2022,7,2022
31/07/2022,5636.7,07:12:00,94,96,34,91,94,84,95,Good,Q2_2022,7,2022
31/07/2022,8003.8,178.18333333333334,97,100,29,99,99,86,64,Good,Q2_2022,7,2022
31/07/2022,7670.2,166.23333333333332,100,94,31,100,100,87,50,Good,Q2_2022,7,2022
31/07/2022,7486.3,169.33333333333334,100,100,21,100,100,86,64,Good,Q2_2022,7,2022
31/07/2022,4684.1,106.93333333333334,88,100,25,96,95,82,117,Good,Q2_2022,7,2022
31/07/2022,7286.3,21:36:00,99,100,46,100,99,90,15,Good,Q2_2022,7,2022
31/07/2022,7723,15:36:00,94,100,24,100,100,85,79,Good,Q2_2022,7,2022
31/07/2022,7647.5,178.86666666666667,97,100,60,99,99,92,8,Good,Q2_2022,7,2022
31/07/2022,6313.1,18:00:00,74,96,25,99,100,78,144,Risky,Q2_2022,7,2022
31/07/2022,7134.8,158.23333333333332,94,100,49,99,100,89,24,Good,Q2_2022,7,2022
31/07/2022,7803.5,10:48:00,93,100,30,99,100,86,64,Good,Q2_2022,7,2022
31/07/2022,6761.4,144.53333333333333,76,100,27,99,99,79,140,Risky,Q2_2022,7,2022
31/07/2022,6523.9,146.11666666666667,88,100,19,94,96,80,133,Good,Q2_2022,7,2022
31/07/2022,6611.8,149.68333333333334,95,100,6,96,97,81,122,Good,Q2_2022,7,2022
31/07/2022,7443.4,168.28333333333333,98,100,27,100,100,87,50,Good,Q2_2022,7,2022
31/07/2022,7163.6,174.31666666666666,97,100,51,100,100,90,15,Good,Q2_2022,7,2022
31/07/2022,5591.9,21:36:00,90,100,35,100,100,85,79,Good,Q2_2022,7,2022
31/07/2022,7346,175.76666666666668,94,100,28,96,97,84,95,Good,Q2_2022,7,2022
31/07/2022,7096.7,10:48:00,94,100,36,100,100,87,50,Good,Q2_2022,7,2022
31/07/2022,6823.7,166.66666666666666,94,94,24,100,100,84,95,Good,Q2_2022,7,2022
31/07/2022,6485.4,135.38333333333333,83,100,39,100,100,84,95,Good,Q2_2022,7,2022
31/07/2022,7991.5,180.33333333333334,95,96,39,99,100,87,50,Good,Q2_2022,7,2022
31/07/2022,4509.5,102.06666666666666,93,100,63,99,99,91,10,Good,Q2_2022,7,2022
