Enter the Overspeeding Score of the Driver:,Enter the Over RPM (Revolutions Per Minute) Score of the Driver:,Enter the Acceleration Score of the Driver:,Enter the Deceleration Score of the Driver:,Enter the Idle_time Score of the Driver:,Enter the Distance Covered by the Driver:,Enter the Duration Taken by the Driver:,output,flag,username,timestamp
77,100,100,100,22,6208.6,136,Your Driving has been Assessed as Safe Driving,,,42:58.4
